Date,Flight Number,A/C,From,From (IATA),To,To (IATA),STD,ATD,STA,ATA,Flight Time (Schedual),Flight Time (Actual),Delay (Departure),Is Weekday
2023-01-21,DD329,HS-DBP,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 18:55:00,1900-01-01 19:25:00,1900-01-01 20:20:00,1900-01-01 20:12:00,0 days 01:25:00,0 days 00:47:00,0 days 00:30:00,False
2023-01-21,DD328,HS-DBP,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 17:20:00,1900-01-01 17:59:00,1900-01-01 18:50:00,1900-01-01 18:48:00,0 days 01:30:00,0 days 00:49:00,0 days 00:39:00,False
2023-01-21,DD325,HS-DBP,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 15:05:00,1900-01-01 16:28:00,1900-01-01 16:05:00,1900-01-01 17:16:00,0 days 01:00:00,0 days 00:48:00,0 days 01:23:00,False
2023-01-21,DD324,HS-DBP,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:25:00,1900-01-01 15:03:00,1900-01-01 14:35:00,1900-01-01 15:52:00,0 days 01:10:00,0 days 00:49:00,0 days 01:38:00,False
2023-01-21,DD503,HS-DBP,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 12:55:00,1900-01-01 13:00:00,1900-01-01 14:12:00,0 days 01:25:00,0 days 01:17:00,0 days 01:20:00,False
2023-01-21,DD502,HS-DBP,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 10:56:00,1900-01-01 11:05:00,1900-01-01 12:09:00,0 days 01:25:00,0 days 01:13:00,0 days 01:16:00,False
2023-01-21,DD303,HS-DBP,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 09:05:00,1900-01-01 09:05:00,1900-01-01 10:05:00,1900-01-01 09:50:00,0 days 01:00:00,0 days 00:45:00,0 days 00:00:00,False
2023-01-21,DD302,HS-DBP,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 07:30:00,1900-01-01 07:40:00,1900-01-01 08:35:00,1900-01-01 08:25:00,0 days 01:05:00,0 days 00:45:00,0 days 00:10:00,False
2023-01-20,DD3137,HS-DBP,Zhengzhou ,CGO,Bangkok ,DMK,1900-01-01 21:15:00,1900-01-01 22:09:00,1900-01-02 01:30:00,1900-01-02 02:06:00,0 days 04:15:00,0 days 03:57:00,0 days 00:54:00,True
2023-01-20,DD3136,HS-DBP,Bangkok ,DMK,Zhengzhou ,CGO,1900-01-01 15:00:00,1900-01-01 15:28:00,1900-01-01 19:15:00,1900-01-01 19:04:00,0 days 04:15:00,0 days 03:36:00,0 days 00:28:00,True
2023-01-27,DD127,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 12:15:00,1900-01-01 12:34:00,1900-01-01 13:20:00,1900-01-01 13:26:00,0 days 01:05:00,0 days 00:52:00,0 days 00:19:00,True
2023-01-27,DD126,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 10:35:00,1900-01-01 10:43:00,1900-01-01 11:45:00,1900-01-01 11:33:00,0 days 01:10:00,0 days 00:50:00,0 days 00:08:00,True
2023-01-27,DD901,HS-DBS,Yangon ,RGN,Bangkok ,DMK,1900-01-01 08:35:00,1900-01-01 08:41:00,1900-01-01 09:55:00,1900-01-01 09:41:00,0 days 01:20:00,0 days 01:00:00,0 days 00:06:00,True
2023-01-26,DD900,HS-DBS,Bangkok ,DMK,Yangon ,RGN,1900-01-02 06:30:00,1900-01-02 06:28:00,1900-01-01 07:45:00,1900-01-01 07:22:00,0 days 01:15:00,0 days 00:54:00,0 days 00:00:00,True
2023-01-26,DD141,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 22:30:00,1900-01-02 00:17:00,1900-01-01 23:40:00,1900-01-02 01:07:00,0 days 01:10:00,0 days 00:50:00,0 days 01:47:00,True
2023-01-26,DD140,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 20:50:00,1900-01-01 22:37:00,1900-01-01 22:00:00,1900-01-01 23:31:00,0 days 01:10:00,0 days 00:54:00,0 days 01:47:00,True
2023-01-26,DD579,HS-DBS,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 19:35:00,1900-01-01 20:45:00,1900-01-01 20:50:00,1900-01-01 21:45:00,0 days 01:15:00,0 days 01:00:00,0 days 01:10:00,True
2023-01-26,DD578,HS-DBS,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 17:55:00,1900-01-01 19:09:00,1900-01-01 19:05:00,1900-01-01 20:00:00,0 days 01:10:00,0 days 00:51:00,0 days 01:14:00,True
2023-01-26,DD133,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 15:40:00,1900-01-01 17:09:00,1900-01-01 16:50:00,1900-01-01 18:01:00,0 days 01:10:00,0 days 00:52:00,0 days 01:29:00,True
2023-01-26,DD132,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 14:00:00,1900-01-01 15:29:00,1900-01-01 15:10:00,1900-01-01 16:20:00,0 days 01:10:00,0 days 00:51:00,0 days 01:29:00,True
2023-01-26,DD127,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 12:15:00,1900-01-01 13:25:00,1900-01-01 13:20:00,1900-01-01 14:21:00,0 days 01:05:00,0 days 00:56:00,0 days 01:10:00,True
2023-01-26,DD126,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 10:35:00,1900-01-01 11:43:00,1900-01-01 11:45:00,1900-01-01 12:34:00,0 days 01:10:00,0 days 00:51:00,0 days 01:08:00,True
2023-01-26,DD523,HS-DBS,Phuket ,HKT,Bangkok ,DMK,1900-01-01 09:10:00,1900-01-01 09:37:00,1900-01-01 10:40:00,1900-01-01 10:43:00,0 days 01:30:00,0 days 01:06:00,0 days 00:27:00,True
2023-01-26,DD522,HS-DBS,Bangkok ,DMK,Phuket ,HKT,1900-01-01 07:20:00,1900-01-01 07:35:00,1900-01-01 08:40:00,1900-01-01 08:42:00,0 days 01:20:00,0 days 01:07:00,0 days 00:15:00,True
2023-01-25,DD533,HS-DBS,Phuket ,HKT,Bangkok ,DMK,1900-01-01 19:05:00,1900-01-01 19:14:00,1900-01-01 20:25:00,1900-01-01 20:22:00,0 days 01:20:00,0 days 01:08:00,0 days 00:09:00,True
2023-01-25,DD532,HS-DBS,Bangkok ,DMK,Phuket ,HKT,1900-01-01 17:15:00,1900-01-01 17:17:00,1900-01-01 18:35:00,1900-01-01 18:21:00,0 days 01:20:00,0 days 01:04:00,0 days 00:02:00,True
2023-01-25,DD365,HS-DBS,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 14:50:00,1900-01-01 15:29:00,1900-01-01 16:20:00,1900-01-01 16:18:00,0 days 01:30:00,0 days 00:49:00,0 days 00:39:00,True
2023-01-25,DD364,HS-DBS,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 13:10:00,1900-01-01 13:55:00,1900-01-01 14:40:00,1900-01-01 14:50:00,0 days 01:30:00,0 days 00:55:00,0 days 00:45:00,True
2023-01-25,DD503,HS-DBS,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 11:42:00,1900-01-01 13:00:00,1900-01-01 12:53:00,0 days 01:25:00,0 days 01:11:00,0 days 00:07:00,True
2023-01-25,DD502,HS-DBS,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 09:47:00,1900-01-01 11:05:00,1900-01-01 10:58:00,0 days 01:25:00,0 days 01:11:00,0 days 00:07:00,True
2023-01-25,DD551,HS-DBS,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 07:40:00,1900-01-01 07:49:00,1900-01-01 08:50:00,1900-01-01 08:46:00,0 days 01:10:00,0 days 00:57:00,0 days 00:09:00,True
2023-01-24,DD550,HS-DBS,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-02 06:00:00,1900-01-02 06:02:00,1900-01-01 07:10:00,1900-01-02 06:57:00,0 days 01:10:00,0 days 00:55:00,0 days 00:02:00,True
2023-01-24,DD141,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 22:30:00,1900-01-01 22:31:00,1900-01-01 23:40:00,1900-01-01 23:21:00,0 days 01:10:00,0 days 00:50:00,0 days 00:01:00,True
2023-01-24,DD140,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 20:50:00,1900-01-01 20:48:00,1900-01-01 22:00:00,1900-01-01 21:40:00,0 days 01:10:00,0 days 00:52:00,0 days 00:00:00,True
2023-01-24,DD177,HS-DBS,Nan ,NNT,Bangkok ,DMK,1900-01-01 18:15:00,1900-01-01 19:00:00,1900-01-01 19:55:00,1900-01-01 19:49:00,0 days 01:40:00,0 days 00:49:00,0 days 00:45:00,True
2023-01-24,DD176,HS-DBS,Bangkok ,DMK,Nan ,NNT,1900-01-01 16:35:00,1900-01-01 17:31:00,1900-01-01 18:15:00,1900-01-01 18:21:00,0 days 01:40:00,0 days 00:50:00,0 days 00:56:00,True
2023-01-24,DD575,HS-DBS,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 15:35:00,1900-01-01 15:52:00,1900-01-01 16:45:00,1900-01-01 16:46:00,0 days 01:10:00,0 days 00:54:00,0 days 00:17:00,True
2023-01-24,DD574,HS-DBS,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 13:55:00,1900-01-01 14:15:00,1900-01-01 15:05:00,1900-01-01 15:11:00,0 days 01:10:00,0 days 00:56:00,0 days 00:20:00,True
2023-01-24,DD103,HS-DBS,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 12:00:00,1900-01-01 12:06:00,1900-01-01 13:15:00,1900-01-01 13:07:00,0 days 01:15:00,0 days 01:01:00,0 days 00:06:00,True
2023-01-24,DD102,HS-DBS,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 10:15:00,1900-01-01 10:23:00,1900-01-01 11:30:00,1900-01-01 11:23:00,0 days 01:15:00,0 days 01:00:00,0 days 00:08:00,True
2023-01-24,DD261,HS-DBS,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:38:00,1900-01-01 08:38:00,1900-01-01 09:28:00,1900-01-01 09:28:00,0 days 00:50:00,0 days 00:50:00,0 days 00:00:00,True
2023-01-24,DD360,HS-DBS,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 07:00:00,1900-01-01 07:02:00,1900-01-01 08:10:00,1900-01-01 08:02:00,0 days 01:10:00,0 days 01:00:00,0 days 00:02:00,True
2023-01-23,DD329,HS-DBS,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 19:20:00,1900-01-01 19:26:00,1900-01-01 20:20:00,1900-01-01 20:10:00,0 days 01:00:00,0 days 00:44:00,0 days 00:06:00,True
2023-01-23,DD328,HS-DBS,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 17:45:00,1900-01-01 17:54:00,1900-01-01 18:50:00,1900-01-01 18:44:00,0 days 01:05:00,0 days 00:50:00,0 days 00:09:00,True
2023-01-23,DD555,HS-DBS,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 14:15:00,1900-01-01 15:56:00,1900-01-01 15:30:00,1900-01-01 16:54:00,0 days 01:15:00,0 days 00:58:00,0 days 01:41:00,True
2023-01-23,DD554,HS-DBS,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 12:30:00,1900-01-01 14:18:00,1900-01-01 13:45:00,1900-01-01 15:17:00,0 days 01:15:00,0 days 00:59:00,0 days 01:48:00,True
2023-01-23,DD527,HS-DBS,Phuket ,HKT,Bangkok ,DMK,1900-01-01 11:40:00,1900-01-01 12:14:00,1900-01-01 13:00:00,1900-01-01 13:18:00,0 days 01:20:00,0 days 01:04:00,0 days 00:34:00,True
2023-01-23,DD526,HS-DBS,Bangkok ,DMK,Phuket ,HKT,1900-01-01 09:50:00,1900-01-01 10:15:00,1900-01-01 11:10:00,1900-01-01 11:25:00,0 days 01:20:00,0 days 01:10:00,0 days 00:25:00,True
2023-01-23,DD123,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 08:15:00,1900-01-01 08:25:00,1900-01-01 09:20:00,1900-01-01 09:19:00,0 days 01:05:00,0 days 00:54:00,0 days 00:10:00,True
2023-01-22,DD122,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 06:35:00,1900-01-02 06:48:00,1900-01-01 07:45:00,1900-01-01 07:38:00,0 days 01:10:00,0 days 00:50:00,0 days 00:13:00,False
2023-01-22,DD909,HS-DBS,Yangon ,RGN,Bangkok ,DMK,1900-01-01 21:45:00,1900-01-01 21:51:00,1900-01-01 23:10:00,1900-01-01 22:49:00,0 days 01:25:00,0 days 00:58:00,0 days 00:06:00,False
2023-01-22,DD908,HS-DBS,Bangkok ,DMK,Yangon ,RGN,1900-01-01 19:40:00,1900-01-01 20:08:00,1900-01-01 21:00:00,1900-01-01 21:00:00,0 days 01:20:00,0 days 00:52:00,0 days 00:28:00,False
2023-01-22,DD133,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 17:50:00,1900-01-01 18:20:00,1900-01-01 18:55:00,1900-01-01 19:14:00,0 days 01:05:00,0 days 00:54:00,0 days 00:30:00,False
2023-01-22,DD132,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 16:10:00,1900-01-01 16:38:00,1900-01-01 17:20:00,1900-01-01 17:32:00,0 days 01:10:00,0 days 00:54:00,0 days 00:28:00,False
2023-01-22,DD323,HS-DBS,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 14:40:00,1900-01-01 14:54:00,1900-01-01 15:40:00,1900-01-01 15:42:00,0 days 01:00:00,0 days 00:48:00,0 days 00:14:00,False
2023-01-22,DD322,HS-DBS,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:05:00,1900-01-01 13:15:00,1900-01-01 14:10:00,1900-01-01 14:11:00,0 days 01:05:00,0 days 00:56:00,0 days 00:10:00,False
2023-01-22,DD373,HS-DBS,Loei ,LOE,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 11:20:00,1900-01-01 12:35:00,1900-01-01 12:00:00,0 days 01:00:00,0 days 00:40:00,0 days 00:00:00,False
2023-01-22,DD372,HS-DBS,Bangkok ,DMK,Loei ,LOE,1900-01-01 10:00:00,1900-01-01 09:58:00,1900-01-01 11:05:00,1900-01-01 10:48:00,0 days 01:05:00,0 days 00:50:00,0 days 00:00:00,False
2023-01-22,DD201,HS-DBS,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 08:30:00,1900-01-01 08:25:00,1900-01-01 09:30:00,1900-01-01 09:04:00,0 days 01:00:00,0 days 00:39:00,0 days 00:00:00,False
2023-01-22,DD200,HS-DBS,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 07:05:00,1900-01-01 07:07:00,1900-01-01 08:00:00,1900-01-01 07:43:00,0 days 00:55:00,0 days 00:36:00,0 days 00:02:00,False
2023-01-21,DD509,HS-DBS,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 21:40:00,1900-01-01 22:10:00,1900-01-01 23:10:00,1900-01-01 23:18:00,0 days 01:30:00,0 days 01:08:00,0 days 00:30:00,False
2023-01-21,DD508,HS-DBS,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 19:45:00,1900-01-01 20:23:00,1900-01-01 21:15:00,1900-01-01 21:30:00,0 days 01:30:00,0 days 01:07:00,0 days 00:38:00,False
2023-01-21,DD505,HS-DBS,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 18:00:00,1900-01-01 18:20:00,1900-01-01 19:25:00,1900-01-01 19:30:00,0 days 01:25:00,0 days 01:10:00,0 days 00:20:00,False
2023-01-21,DD504,HS-DBS,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 16:05:00,1900-01-01 16:25:00,1900-01-01 17:30:00,1900-01-01 17:41:00,0 days 01:25:00,0 days 01:16:00,0 days 00:20:00,False
2023-01-21,DD555,HS-DBS,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 14:15:00,1900-01-01 14:42:00,1900-01-01 15:35:00,1900-01-01 15:38:00,0 days 01:20:00,0 days 00:56:00,0 days 00:27:00,False
2023-01-21,DD554,HS-DBS,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 12:30:00,1900-01-01 13:09:00,1900-01-01 13:55:00,1900-01-01 14:08:00,0 days 01:25:00,0 days 00:59:00,0 days 00:39:00,False
2023-01-21,DD125,HS-DBS,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 10:45:00,1900-01-01 11:15:00,1900-01-01 12:15:00,1900-01-01 12:06:00,0 days 01:30:00,0 days 00:51:00,0 days 00:30:00,False
2023-01-21,DD124,HS-DBS,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 09:05:00,1900-01-01 09:35:00,1900-01-01 10:35:00,1900-01-01 10:28:00,0 days 01:30:00,0 days 00:53:00,0 days 00:30:00,False
2023-01-21,DD571,HS-DBS,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:47:00,1900-01-01 08:55:00,1900-01-01 08:43:00,0 days 01:10:00,0 days 00:56:00,0 days 00:02:00,False
2023-01-20,DD570,HS-DBS,Bangkok ,DMK,Surat Thani ,URT,1900-01-02 06:05:00,1900-01-02 06:12:00,1900-01-01 07:15:00,1900-01-01 07:01:00,0 days 01:10:00,0 days 00:49:00,0 days 00:07:00,True
2023-01-20,DD533,HS-DBS,Phuket ,HKT,Bangkok ,DMK,1900-01-01 19:05:00,1900-01-01 22:29:00,1900-01-01 20:25:00,1900-01-01 23:37:00,0 days 01:20:00,0 days 01:08:00,0 days 03:24:00,True
2023-01-20,DD532,HS-DBS,Bangkok ,DMK,Phuket ,HKT,1900-01-01 17:15:00,1900-01-01 20:34:00,1900-01-01 18:35:00,1900-01-01 21:39:00,0 days 01:20:00,0 days 01:05:00,0 days 03:19:00,True
2023-01-20,DD207,HS-DBS,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 17:05:00,1900-01-01 18:53:00,1900-01-01 18:10:00,1900-01-01 19:32:00,0 days 01:05:00,0 days 00:39:00,0 days 01:48:00,True
2023-01-20,DD206,HS-DBS,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 15:40:00,1900-01-01 17:33:00,1900-01-01 16:50:00,1900-01-01 18:11:00,0 days 01:10:00,0 days 00:38:00,0 days 01:53:00,True
2023-01-20,DD555,HS-DBS,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 14:15:00,1900-01-01 15:31:00,1900-01-01 15:30:00,1900-01-01 16:32:00,0 days 01:15:00,0 days 01:01:00,0 days 01:16:00,True
2023-01-27,DD106,HS-DBG,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 13:40:00,1900-01-01 14:36:00,1900-01-01 15:05:00,1900-01-01 15:36:00,0 days 01:25:00,0 days 01:00:00,0 days 00:56:00,True
2023-01-27,DD503,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 12:23:00,1900-01-01 13:35:00,1900-01-01 13:34:00,0 days 02:00:00,0 days 01:11:00,0 days 00:48:00,True
2023-01-27,DD502,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 10:30:00,1900-01-01 11:40:00,1900-01-01 11:39:00,0 days 02:00:00,0 days 01:09:00,0 days 00:50:00,True
2023-01-27,DD361,HS-DBG,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:40:00,1900-01-01 08:48:00,1900-01-01 09:45:00,1900-01-01 09:39:00,0 days 01:05:00,0 days 00:51:00,0 days 00:08:00,True
2023-01-27,DD360,HS-DBG,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 07:00:00,1900-01-01 07:17:00,1900-01-01 08:10:00,1900-01-01 08:13:00,0 days 01:10:00,0 days 00:56:00,0 days 00:17:00,True
2023-01-26,DD137,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 19:40:00,1900-01-01 23:08:00,1900-01-01 22:00:00,1900-01-02 00:00:00,0 days 02:20:00,0 days 00:52:00,0 days 03:28:00,True
2023-01-26,DD136,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 18:00:00,1900-01-01 21:31:00,1900-01-01 19:10:00,1900-01-01 22:21:00,0 days 01:10:00,0 days 00:50:00,0 days 03:31:00,True
2023-01-26,DD505,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 16:35:00,1900-01-01 19:12:00,1900-01-01 18:05:00,1900-01-01 20:33:00,0 days 01:30:00,0 days 01:21:00,0 days 02:37:00,True
2023-01-26,DD504,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 14:35:00,1900-01-01 17:14:00,1900-01-01 16:05:00,1900-01-01 18:23:00,0 days 01:30:00,0 days 01:09:00,0 days 02:39:00,True
2023-01-26,DD131,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:05:00,1900-01-01 15:29:00,1900-01-01 15:10:00,1900-01-01 16:24:00,0 days 01:05:00,0 days 00:55:00,0 days 01:24:00,True
2023-01-26,DD130,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 12:20:00,1900-01-01 13:36:00,1900-01-01 13:35:00,1900-01-01 14:29:00,0 days 01:15:00,0 days 00:53:00,0 days 01:16:00,True
2023-01-26,DD593,HS-DBG,Trang ,TST,Bangkok ,DMK,1900-01-01 11:15:00,1900-01-01 11:23:00,1900-01-01 12:35:00,1900-01-01 12:38:00,0 days 01:20:00,0 days 01:15:00,0 days 00:08:00,True
2023-01-26,DD592,HS-DBG,Bangkok ,DMK,Trang ,TST,1900-01-01 09:25:00,1900-01-01 09:36:00,1900-01-01 10:45:00,1900-01-01 10:45:00,0 days 01:20:00,0 days 01:09:00,0 days 00:11:00,True
2023-01-26,DD571,HS-DBG,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:47:00,1900-01-01 08:55:00,1900-01-01 08:43:00,0 days 01:10:00,0 days 00:56:00,0 days 00:02:00,True
2023-01-25,DD570,HS-DBG,Bangkok ,DMK,Surat Thani ,URT,1900-01-02 06:05:00,1900-01-02 06:14:00,1900-01-01 07:15:00,1900-01-01 07:08:00,0 days 01:10:00,0 days 00:54:00,0 days 00:09:00,True
2023-01-25,DD535,HS-DBG,Phuket ,HKT,Bangkok ,DMK,1900-01-01 22:05:00,1900-01-01 22:32:00,1900-01-01 23:25:00,1900-01-01 23:38:00,0 days 01:20:00,0 days 01:06:00,0 days 00:27:00,True
2023-01-25,DD534,HS-DBG,Bangkok ,DMK,Phuket ,HKT,1900-01-01 20:15:00,1900-01-01 20:31:00,1900-01-01 21:25:00,1900-01-01 21:42:00,0 days 01:10:00,0 days 01:11:00,0 days 00:16:00,True
2023-01-25,DD505,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 16:35:00,1900-01-01 18:28:00,1900-01-01 19:20:00,1900-01-01 19:42:00,0 days 02:45:00,0 days 01:14:00,0 days 01:53:00,True
2023-01-25,DD55,HS-DBG,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 14:37:00,1900-01-01 14:37:00,1900-01-01 15:35:00,1900-01-01 15:35:00,0 days 00:58:00,0 days 00:58:00,0 days 00:00:00,True
2023-01-25,DD504,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 14:35:00,1900-01-01 16:36:00,1900-01-01 17:25:00,1900-01-01 17:46:00,0 days 02:50:00,0 days 01:10:00,0 days 02:01:00,True
2023-01-25,DD554,HS-DBG,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 12:30:00,1900-01-01 12:38:00,1900-01-01 13:45:00,1900-01-01 13:36:00,0 days 01:15:00,0 days 00:58:00,0 days 00:08:00,True
2023-01-25,DD125,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 10:45:00,1900-01-01 10:54:00,1900-01-01 12:00:00,1900-01-01 11:51:00,0 days 01:15:00,0 days 00:57:00,0 days 00:09:00,True
2023-01-25,DD124,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 09:05:00,1900-01-01 09:14:00,1900-01-01 10:15:00,1900-01-01 10:05:00,0 days 01:10:00,0 days 00:51:00,0 days 00:09:00,True
2023-01-25,DD121,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 07:10:00,1900-01-01 07:15:00,1900-01-01 08:15:00,1900-01-01 08:07:00,0 days 01:05:00,0 days 00:52:00,0 days 00:05:00,True
2023-01-24,DD120,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 05:30:00,1900-01-02 05:37:00,1900-01-02 06:40:00,1900-01-02 06:28:00,0 days 01:10:00,0 days 00:51:00,0 days 00:07:00,True
2023-01-24,DD579,HS-DBG,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 19:35:00,1900-01-01 20:05:00,1900-01-01 20:50:00,1900-01-01 21:00:00,0 days 01:15:00,0 days 00:55:00,0 days 00:30:00,True
2023-01-24,DD578,HS-DBG,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 17:55:00,1900-01-01 18:31:00,1900-01-01 19:05:00,1900-01-01 19:26:00,0 days 01:10:00,0 days 00:55:00,0 days 00:36:00,True
2023-01-24,DD133,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 15:40:00,1900-01-01 16:50:00,1900-01-01 16:50:00,1900-01-01 17:46:00,0 days 01:10:00,0 days 00:56:00,0 days 01:10:00,True
2023-01-24,DD132,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 14:00:00,1900-01-01 15:02:00,1900-01-01 15:10:00,1900-01-01 15:55:00,0 days 01:10:00,0 days 00:53:00,0 days 01:02:00,True
2023-01-24,DD127,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 12:15:00,1900-01-01 12:53:00,1900-01-01 13:20:00,1900-01-01 13:50:00,0 days 01:05:00,0 days 00:57:00,0 days 00:38:00,True
2023-01-24,DD126,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 10:35:00,1900-01-01 10:41:00,1900-01-01 11:45:00,1900-01-01 11:38:00,0 days 01:10:00,0 days 00:57:00,0 days 00:06:00,True
2023-01-24,DD303,HS-DBG,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 09:05:00,1900-01-01 08:59:00,1900-01-01 10:05:00,1900-01-01 09:47:00,0 days 01:00:00,0 days 00:48:00,0 days 00:00:00,True
2023-01-24,DD302,HS-DBG,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 07:30:00,1900-01-01 07:34:00,1900-01-01 08:35:00,1900-01-01 08:22:00,0 days 01:05:00,0 days 00:48:00,0 days 00:04:00,True
2023-01-23,DD559,HS-DBG,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 20:40:00,1900-01-01 21:18:00,1900-01-01 21:50:00,1900-01-01 22:17:00,0 days 01:10:00,0 days 00:59:00,0 days 00:38:00,True
2023-01-23,DD558,HS-DBG,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 19:00:00,1900-01-01 19:47:00,1900-01-01 20:10:00,1900-01-01 20:42:00,0 days 01:10:00,0 days 00:55:00,0 days 00:47:00,True
